"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","6720492405.83611","6811227982.82193","7322677820.10108","8195033162.12038","10585624890.9277","12092222041.9168","14789661809.1834","18340447242.9971","20917444919.6394","21475520709.3922","28123640998.7253","36709860068.3445","43031577366.4251","51552075901.5183","55347998647.8196","45361678146.5247","45387299721.0792","50751059058.0613","55084050789.7182","53859116535.5306","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103311649248.024","109682728023.112","118096227400.092","119700325461.938","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","2647883815.57966","2718868306.01093","2968987019.23077","3601321064.55266","4137913500","4203084193.50827","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5367625613.15127","6088808463.25167","5743029680.07195","6555983530.34932","7069616048.89066","6261622101.40908","6472990923.1791","6431314957.07185","7188238072.74445","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988348836.471","3408244549.19999","4401189466.14058","6054849884.52656","5439422031.39627","6974960345.3712","8414360656.29632","8709165249.26928","9496684701.43325","9510219299.49557","7745231660.33425","8071480540.86068","9669759987.02633","11456717193.2501","11968713370.4969","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","4629247090.97816","5438332738.10373","5351701534.15801","6372498719.84613","5064732715.72615","5859269849.14523","6395712392.23682","8524620739.24074","10725137477.9995","9616879920.50734","9982711030.26388","11551821062.3334","11578978052.8789","12423557906.9182","12522959157.2295","11323023786.5698","11848615018.4137","13176313233.1978","13853433947.6241","14114631280.6774","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","624337145.284622","870179738.562091","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351594.22359","4109447297.00709","4379115587.82957","4754352301.4104","5299773145.08744","5642179170.45898","",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","966793939323.545","969438036629.246","963814850177.69","1086468754425.9","1271705954152.05","1530654274870.94","1791625527738.06","2124014664519.27","2655740468950.13","2372559331529.02","2768051385032.86","3280524945926.26","3576379622626.96","3548728301289.72","3569880025466.93","3143961312693.31","3155520650807.12","3272607336333.91","3566140736118.84","3649607782728.21","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.87","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1315351183524.54","1171867608197.72","1078490651625.31","1158913035796.37","1222348807283.2","1268870527160.03","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","115347500","122824000","131738200","131398500","133806400","141922500","145474100","153884600","153135800","151772600","162164700","174332100","182874800","187707400","184689500","184599600","200558400","212881000","221278000","","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","5832220849562.27","5905406963460.62","6016115403111.83","6776422314640.56","8046038356510.22","9592233765422.72","11404413242752.2","14109480660683.7","16933828714173.2","16555404821293.2","20154557259462.8","23825657402234.9","25456336153963","26949417332375.6","27956218907118.6","26539231023472.9","26707878448640.1","29355518486024.9","31284038166251","32153305760637.5","",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","3772851420.24763","3709637829.94866","4018365247.44444","4946292774.79046","5682719260.0763","6258600713.82627","6861222331.96317","8336478142.08872","9909548410.82744","9401731495.71661","9407168702.4313","10494632699.3859","9745251126.0109","10817712138.9451","11362272837.8818","10064515432.0265","10672471860.7184","11307058382.3435","12683073866.1105","12547040498.9077","",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","2954129565.82965","3465305993.47783","3889758023.73699","4703504466.53245","5444474268.42491","6247496491.29462","6905876385.35306","8145694631.88354","9798741073.85509","10190945007.299","10689167195.3375","12995074801.061","12441946098.4018","13242680704.5961","14364859445.8846","13104802016.2041","14025944550.3788","15365627045.0866","17070758732.1991","17279566718.6087","",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","4069515556.78692","4088368961.75836","4470446352.32569","5448415539.81248","6098092511.83004","6416184235.8384","6778324087.13818","7925371458.80527","9090406749.5267","8696366868.92276","9035932177.77961","9638916472.1536","9462238256.97848","10551661220.181","11626281449.5909","11091434435.2345","11665231192.2959","13146963159.1185","14750790658.4025","14989415684.1203","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","8905066163.58643","6477790688.22844","6777632512.0781","10467109977.6717","10567354056.4049","11986972418.5103","14502553709.8303","20182477480.5512","31862554101.9378","36906181380.8127","49540813342.4834","59977326085.9908","59937797559.3295","60269734044.526","65446199787.8425","67822772707.1034","67184236746.5694","68945867477.6054","76168043981.5932","76085852617.1371","",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","451663956562.155","466336846350.011","450773920225.168","508946757945.53","593345806795.527","698843530014.605","811977171056.04","1003231089320.68","1243192298119.87","1200037635630.84","1384800137552.85","1566916852595.94","1729643567215.21","1619240456887.95","1599403833225.15","1440212700192.34","1459985957527.77","1436549350150.36","1520424748698.99","","",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","984297589.359934","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721903148.91482","3680711743.77224","4545674527.61096","4159330369.5471","4142931812.77707","4544575151.98546","4087561649.51236","4464502433.55448","4587741791.10639","4053097851.44823","4373958353.52982","4844606145.7683","5504255213.57871","5542577964.98146","",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471532.01083","3414055566.1138","4234999823.30839","5623216448.86852","4583850367.88972","7189481824.07288","10409797649.3063","12292770631.1967","12582122604.1921","12226514722.0861","11749620619.5962","11186734674.3847","11425755279.5395","13108769495.7425","13996719329.4097","",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","733000000","751000000","782000000","845000000","931000000","1250000000","1601000000","1323000000","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","5656473652.41147","5398568543.63492","5677003239.29386","6303391143.83386","7631120533.36168","8542070109.70903","9176889070.42298","10450843291.2931","12556195188.5962","11914471497.1492","11104648673.0016","14381552432.9494","16350804543.0515","16974320551.0213","17716084107.5888","15950969018.9458","11936999283.1791","13219084261.3664","14845870050.7092","15291448211.603","",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","1779521109.91268","1746064718.79169","1777058592.98812","2051147606.73687","2362501023.24249","2936019525.60241","4008583967.92519","4328063511.13524","5138471610.16598","4725200357.55624","5628882266.37767","6764635686.79345","6728208836.22143","7223063169.72749","6592537781.81518","6166857628.62212","6398744505.08129","6758390728.71734","7049169770.86399","7600656943.97506","",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","4663313620.01707","4613630622.77501","4841310239.63687","5816553826.85519","6578844486.06288","6488750452.60067","7028803365.70151","8150138757.15741","9990370016.30771","9128843109.15588","10003670690.3497","11518393367.2403","11668685524.1265","12129642296.4425","12803445933.5894","11692287066.381","12232463655.5727","13259351418.4459","14181951058.5129","14048430518.5561","",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","1743506531.32652","1716502862.2954","3495748397.63025","3208837077.25069","3476094498.87517","3655909664.1423","3998020176.67364","4432937045.79897","5321012192.33619","6191127665.1963","6959655570.89098","8004000737.30717","6028487928.83351","5518880768.57955","6047813437.31804","6373212640.84604","5433040159.88747","6303292264.18905","6917301908.62757","7666704427.00915","",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534102611.497","162691238209.476","193547824063.3","230813897715.69","202257625195.063","255016609232.871","297951960784.314","314443149443.149","323277158906.979","338061963396.376","301354803994.367","301255380276.258","319112136545.438","358715057123.739","364681367531.684","",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","10998121151318.6","11321881659892.6","11698306960646.5","12354812816817.7","13241410621714.1","14210866345864.7","15136170611461.2","15923602846205.8","16268955292997.2","15826742029986.4","16612151675811.1","17337541701047.8","18032074866349","18638523474155.3","19337110892844.6","19787488505418.2","20250103662982.1","21176374062226.8","22303646726082.2","23177135742520","",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","3833993702.98856","3476452446.22032","3275669889.09655","4811994024.87871","6480441754.26103","7101514450.14191","7840138005.94051","8729714008.27852","8496492492.4561","8825055228.32872","11268186636.2905","12343501808.2192","13041886316.4832","12011207741.4591","12356482988.8683","11272143472.6244","10665634688.0779","12741746523.8632","13454211343.5949","12366528259.1844","",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","2682347064.3642","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP (current US$)","NY.GDP.MKTP.CD","2236185389.87885","2448714680.56221","2782192986.95772","3394084884.67098","3760443965.72976","4383315656.99096","4756361479.98873","5731485267.33492","7297600896.86099","7352131669.2941","7851191899.3408","8772951261.81807","9426913349.22319","10224897934.722","10862944203.5591","9685577941.03195","10355006770.1014","11189541083.3975","12846952856.8458","12911689659.351","",
"Nigeria","NGA","GDP (current US$)","NY.GDP.MKTP.CD","69448756932.5833","74030364472.0506","95385819320.5737","104911947834.122","136385979322.437","176134087150.341","236103982431.635","275625684968.615","337035512676.936","291880204327.419","361456622215.721","404993594133.582","455501524575.498","508692961937.492","546676374567.721","486803295097.89","404650006428.613","375746469538.666","397190484464.308","448120428858.769","",
"Nicaragua","NIC","GDP (current US$)","NY.GDP.MKTP.CD","5107329007.0922","5323146565.70315","5224213017.54386","5322454925.84746","5795568204.64532","6321335612.22233","6763361732.88486","7423367753.47589","8496946608.23151","8298729073.96937","8758639096.47693","9774262741.75783","10532049076.9407","10982938825.6994","11880434070.7811","12756706583.3113","13286083644.8761","13785909906.1925","13063904770.3561","12520915291.1837","",
"Netherlands","NLD","GDP (current US$)","NY.GDP.MKTP.CD","416442786069.652","431213422818.792","471613965744.401","578792325056.433","657171591755.649","685092650167.89","733340860619.747","847481522036.682","947997656364.435","868077243678.8","846554894931.084","904085980796.018","838971306990.906","876923518850.405","890981311077.658","765264949780.999","783528181704.567","833869641687.06","914043438179.607","907050863145.097","",
"Norway","NOR","GDP (current US$)","NY.GDP.MKTP.CD","171247131268.604","173972218824.027","195524186477.617","228858506821.841","264511630666.983","308884284051.222","345581369965.54","400937100158.657","462250000000","386190385318.767","428757038466.841","498283438454.281","509506317146.541","522761531914.894","498410050251.256","385801550067.169","368819929542.194","398393955268.99","434166615431.909","403336363636.364","",
"Nepal","NPL","GDP (current US$)","NY.GDP.MKTP.CD","5494252207.90502","6007055042.17687","6050875806.66403","6330473096.54071","7273938314.71988","8130258041.46706","9043715355.8881","10325618017.379","12545438605.3959","12854985464.0764","16002656434.4746","18913574370.76","18851513891.066","19271168018.482","20002968837.9471","21410840908.5198","21185922407.5922","25180583770.2719","29173513475.7073","30641380603.9699","",
"Nauru","NRU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","47564520.3910861","66055407.6703145","96927201.4848422","98491843.6441982","104654365.188653","86779266.1619103","100087348.959092","109585941.624557","124021393.690412","118223430.124446","",
"New Zealand","NZL","GDP (current US$)","NY.GDP.MKTP.CD","52623281956.7031","53872425916.6248","66627729311.4495","88250885550.2626","103905210084.034","114720129550.095","111608845081.383","137320496803.116","133290222815.773","121357986132.8","146619138358.948","168510189201.494","176247979235.906","190845889949.764","200921936786.219","177467529071.288","188223664746.524","205415864857.984","207920613961.749","206928765543.935","",
"OECD members","OED","GDP (current US$)","NY.GDP.MKTP.CD","27502312256114.4","27256726013551.8","28434514726084.9","31819662346872","35427350808680.5","37479654616604.5","39551617049075.6","43291520373561.7","45871895488958.7","42944829107639.9","45050470863514","48451045338400.6","48424374706149.9","49078639087279.9","50111815274171.6","47286499263673.5","48179034147539.2","50320155133068","53201637655856.4","53699374881339.8","",
"Oman","OMN","GDP (current US$)","NY.GDP.MKTP.CD","19507452508.0656","19452000475.6183","20142756174.721","21633708220.0073","24763713000.6005","31081991724.7852","37215779655.5935","42085379489.0497","60905452457.928","48388363516.4273","56913065779.2588","67872692582.2437","76511059935.9394","78555637365.2291","80686854742.6073","68399663321.9259","65480507170.7857","70598026282.7982","79788768968.949","76331518668.5771","",
"Other small states","OSS","GDP (current US$)","NY.GDP.MKTP.CD","91292277740.3255","90837472118.8877","98021489628.8919","122019376733.568","151452441901.258","183431199695.162","215364797031.833","263839048610.63","322767816842.61","277239002998.06","322445262647.887","396955486136.659","414384564144.54","432374768925.016","446839099917.419","370774396651.575","366401331400.421","398893497014.27","442417900539.206","432092892349.402","",
"Pakistan","PAK","GDP (current US$)","NY.GDP.MKTP.CD","82017743416.2841","79484403984.8849","79904985384.8652","91760542940.0717","107759683863.123","120055291992.938","137264061106.043","152385716311.916","170077814106.305","168152775283.032","177165635077.065","213587413183.996","224383620829.57","231218567178.979","244360888750.807","270556131701.171","278654637737.69","304567253219.097","314567541558.339","278221906022.841","",
"Panama","PAN","GDP (current US$)","NY.GDP.MKTP.CD","12304115000","12502013400","12994310400","13693981200","15013381700","16374393900","18141666300","21295984200","25155888600","27116635600","29440300000","34686200000","40429700000","45600000000","49921500000","54091700000","57907700000","62219000000","65128200000","66800800000","",
"Peru","PER","GDP (current US$)","NY.GDP.MKTP.CD","51744749133.213","52030158775.4055","54777553515.0809","58731030121.8671","66768703497.5687","76060606060.6061","88643193061.748","102170981144.136","120550599815.441","120822986521.479","147528937028.778","171761737046.585","192648999090.082","201175469114.327","200789362451.567","189805300841.603","191895943823.887","211007207483.515","222044970486.217","226848050819.525","",
"Philippines","PHL","GDP (current US$)","NY.GDP.MKTP.CD","83670261708.0014","78921071498.5662","84307369867.2474","87039145965.2826","95001994599.564","107419986400.763","127652908954.389","155980408072.444","181006859908.109","176131654910.527","208368892319.233","234216730703.914","261920542606.89","283902829721.087","297483553299.658","306445871632.259","318627003966.055","328480738147.216","346841896890.281","376795508678.853","",
"Palau","PLW","GDP (current US$)","NY.GDP.MKTP.CD","146297500","156907900","163184900","153963200","165186200","190452900","192382400","198897700","198283900","187522800","185943000","196911100","212397800","221117200","241669800","280457700","295065400","286106800","280435700","268354919.433594","",
"Papua New Guinea","PNG","GDP (current US$)","NY.GDP.MKTP.CD","3521339699.07407","3081024212.42924","2999511040.19764","3536411824.2958","3927157866.96465","4865892972.27595","8355006711.25024","9545177004.87155","11670840924.1395","11619637815.9806","14250755221.5077","17984910495.726","21295659249.2443","21261432774.5023","23210682536.8359","21723531182.1369","20759069104.55","22742613549.3956","24109509856.1866","24829107011.0701","",
"Poland","POL","GDP (current US$)","NY.GDP.MKTP.CD","172219461126.067","190905493539.168","199072058823.529","217827260805.842","255110181539.808","306144336269.51","344622003093.581","429028505365.078","533609081852.897","439737508413.192","479834179020.33","528301269069.799","498523568248.119","521016262734.924","542477096211.761","477811911394.084","472630364208.177","526508877305.321","587411745161.558","595858207011.512","",
"Pre-demographic dividend","PRE","GDP (current US$)","NY.GDP.MKTP.CD","243903901162.695","241260699482.909","286621319322.188","326814018052.027","398184689342.224","496662749775.823","628175117075.898","759476792885.15","956553928071.686","868382977398.437","1018109240278.7","1181588267636.94","1301869280376.94","1428106308372.66","1507685425623.48","1340468680424.61","1218123189348.83","1267095772749.34","1338754447613.99","1403794376560.53","",
"Puerto Rico","PRI","GDP (current US$)","NY.GDP.MKTP.CD","61701800000","69208400000","71623500000","74827400000","80322313000","83914521300","87276164400","89524131600","93639300000","96385600000","98381300000","100351700000","101564800000","102450000000","102445800000","103375500000","104336700000","103445500000","100979900000","104988600000","",
"Korea, Dem. People’s Rep.","PRK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP (current US$)","NY.GDP.MKTP.CD","118310710337.203","121498889485.459","134156091661.961","164862142212.19","189034502110.752","197180330804.626","208581694893.991","240190803449.22","262344779551.78","243701635176.438","237880908317.652","244797226567.109","216236608773.976","226369502104.236","229596170846.995","199313894327.486","206286022781.894","221357874718.93","242313116577.967","238785085030.988","",
"Paraguay","PRY","GDP (current US$)","NY.GDP.MKTP.CD","8855705139.55857","8495806432.18467","7196260656.84556","7691367471.17992","9624440836.29309","10737500188.1123","13429430050.261","17856270473.153","24578067861.3998","22341754513.9643","27215968615.5548","33715524703.9288","33283228891.0923","38585317742.9809","40276532540.8812","36164068797.2511","36054281572.3981","39008900331.6733","40384691790.5685","38145288939.8488","",
"West Bank and Gaza","PSE","GDP (current US$)","NY.GDP.MKTP.CD","4313600000","4003700000","3555800000","3968000000","4603100000","5125700000","5348300000","5815700000","7310400000","8085700000","9681500000","11186100000","12208400000","13515500000","13989700000","13972400000","15405400000","16128000000","16276600000","","",
"Pacific island small states","PSS","GDP (current US$)","NY.GDP.MKTP.CD","3460016615.34295","3418277942.21786","3583557187.00171","4193500485.931","4839105124.78107","5361227055.80216","5644071347.2334","6234906113.93228","6627662166.70075","5935601178.12937","6598673080.32077","7737574650.73623","8223336839.58588","8544448803.85511","9271534113.64853","9049548346.34007","9475857773.45472","10212875641.1009","10667782837.6444","10634784072.6223","",
"Post-demographic dividend","PST","GDP (current US$)","NY.GDP.MKTP.CD","26283490362507.8","26043658985688.8","27159976433302.3","30461260391100.7","33847473493350","35634408912864.9","37509675527466.4","40929900060896","43260603512701.9","40765282014998.6","42523383032728.4","45663523980497.1","45621668588058.9","46082323358324.4","47033622109453.8","44518542519300","45500484584505.3","47470259139153.2","50282104947774.3","50769917916181.5","",
"French Polynesia","PYF","GDP (current US$)","NY.GDP.MKTP.CD","3447543137.9415","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (current US$)","NY.GDP.MKTP.CD","17759890109.8901","17538461538.4615","19363736263.7363","23533791208.7912","31734065934.0659","44530494505.4945","60882142857.1429","79712087912.0879","115270054945.055","97798351648.3516","125122306346.154","167775268614.037","186833502362.128","198727642979.297","206224598564.624","161739955577.748","151732181857.113","161099122215.307","183334953813.209","175837550996.185","",
"Romania","ROU","GDP (current US$)","NY.GDP.MKTP.CD","37253259016.9976","40394824679.1232","46066101951.2933","57806506024.0964","74972669056.5922","98452791982.7024","122022997508.01","174585202805.233","214313628965.024","174103695930.213","166309355234.589","183326740143.016","170635805316.879","190801346194.297","199959363430.073","177729210874.504","188128818486.401","211695422578.655","241457403085.042","250077444017.084","",
"Russian Federation","RUS","GDP (current US$)","NY.GDP.MKTP.CD","259710142196.943","306602070620.5","345470494417.863","430347770731.787","591016690742.798","764017107992.391","989930542278.695","1299705764823.62","1660846387624.78","1222644282201.86","1524917468442.01","2045925608274.37","2208295773643.15","2292473246621.08","2059241965490.83","1363481063446.77","1276786979221.81","1574199387070.9","1669583089322.96","1699876578871.35","",
"Rwanda","RWA","GDP (current US$)","NY.GDP.MKTP.CD","2068929591.8205","1966668013.56865","1965903267.63507","2138244785.22473","2376384754.32462","2933282014.74806","3319198499.64737","4069636441.75481","5179108956.46273","5673410333.93145","6124120673.41998","6884889635.54451","7655138385.44374","7819538349.2413","8246166341.35632","8545441361.06541","8697268915.96904","9253098954.27769","9635951159.79293","10354417725.1555","",
"South Asia","SAS","GDP (current US$)","NY.GDP.MKTP.CD","630429061929.228","645870273837.063","677627487567.085","791002717916.674","917089339402.252","1050585317863.97","1196088039743.31","1504193483987.56","1527472606190.11","1683456769133.31","2060781195903.17","2271837830662.84","2297332203012.9","2357132410757.71","2581822536186.75","2697257705966.27","2923010601938.01","3345716338949.23","3445471615274.75","3591836570466.89","",
"Saudi Arabia","SAU","GDP (current US$)","NY.GDP.MKTP.CD","189514926222.667","184137469724.863","189605920240.516","215807655244.424","258742263029.008","328459700124.064","376900135720.729","415964583059.205","519796738631.128","429097899279.013","528207332649.536","671238840108.229","735974843348.664","746647127407.619","756350347320.381","654269902888.715","644935541446.453","688586244286.512","786521831571.957","792966838161.659","",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","12257418326.0734","13182979783.533","14803189092.7044","17646503525.1743","21457470202.7839","26524538565.7403","35822408611.5588","45898948564.0593","54526580231.5568","49957202646.4102","58167563412.7594","57060450038.1388","52766746152.1786","57730380599.5285","64941713057.3775","74294508239.5524","51772232494.854","45021077955.328","33128480498.7296","30513456084.7961","",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","5924239700.81588","6174898370.14018","6752510282.95744","8683229268.11979","10167441854.4694","11022821631.8674","11847848224.8947","14285970085.1384","16949789464.5284","16248212852.2153","16230887978.4993","17902207621.6248","17824398468.8858","18965572150.2913","19797254643.1212","17774766636.0459","19040312815.1337","20996564751.5994","23236007428.2582","23578084052.0147","",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","96074477958.2367","89794943349.8912","92537752708.5893","97645448283.7791","115035498757.543","127807618360.971","148630373214.173","180941941477.009","193611986712.842","194152286008.938","239809387605.427","279351168707.267","295087220933.024","307576360584.992","314851156183.411","308004146057.608","318652334419.11","341863349989.138","373217081850.534","372062527488.638","",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","429169368.625833","424403183.023873","356507823.613087","352522682.156703","397611126.698465","476898763.595798","538668769.301531","620230005.227391","699157190.980782","735940409.683426","846797693.595387","1049952233.25874","1190994126.60431","1284698922.22785","1335538893.33315","1307061543.70981","1378551118.49224","1483758906.61054","1593964162.21314","1589913622.23799","",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","635874002.198748","1090467712.30773","1253340519.53311","1385810072.19217","1448536630.88143","1650494366.99875","1885112201.85278","2158496872.85796","2505458705.03338","2453899846.88317","2578026297.15912","2942546781.04548","3801862611.36414","4920343194.99339","5015157815.73406","4218723875.1379","3674794530.18956","3739577973.23943","4085114794.22324","4121733705.29165","",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","11784927700","12282533600","12664190300","13243892200","13724810900","14698001400","15999886400","17011750900","17986890000","17601620000","18447920000","20283790000","21386140000","21990970000","22593480000","23438240000","24191440000","24979200000","26117400000","27022640000","",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","1005159388.24397","1077413479.05282","1168269230.76923","1464326160.8154","1723750000","1785847531.40157","1908167105.75837","2185874623.59704","2393437820.41892","2056126701.86163","1881214370.93994","1813752783.96437","1604779647.95066","1678841811.66158","1673973694.69908","1419394771.21029","1468377272.13859","1528630707.49794","1655300872.53427","","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","6875845986.52121","12960538723.7591","17120906918.3503","22482365321.7656","26141968161.0924","27683225959.2468","32482070360.3204","43170990616.4729","52194221468.5007","45162894380.9318","41819468691.8251","49258136128.9672","43309252921.0567","48394239474.6762","47062206677.6539","39655958842.5478","40692643373.0327","44179055279.8887","50640650221.4622","51475016532.1293","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","395042771374.781","376898989267.936","411120520926.871","515543114082.224","641980595040.317","763955755426.385","907822754847.589","1053806175216.81","1208269305875.1","1151766667557.46","1365554756048.1","1541363847367.11","1622381989823.82","1728625447634.02","1794595480407.53","1648848763840.88","1526703538849.83","1626990301193.13","1705376028962.5","1751180043654.43","",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","400342778834.955","382158344977.458","416682693415.181","522089123809.795","649419157844.767","771369366390.621","915864936162.207","1062984321742.22","1219226086445.39","1161741728869.48","1376526185708.73","1553945789839.36","1635107344173.13","1742079222307.12","1808737756281.44","1661914707751.22","1540370434904.87","1641784086541.64","1721156393779.7","1766941400078.09","",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","128940492753.888","129495885098.418","138586546608.736","165748524808.416","199540357173.647","237700940964.622","276672527431.112","331944502266.667","399736143206.891","342584652761.494","393568405926.432","474361335043.012","494659019625.889","514336807607.285","530544302530.388","452652416568.461","445068532250.106","480558936881.719","528052950897.019","520457174770.632","",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","75951210.6852445","85171308.1654435","102085583.465275","114582561.627097","136450274.673234","142775597.255916","149146423.083742","188021190.592847","187820464.571058","196652166.278474","231488665.218885","250680453.148915","300553785.023867","346527949.761506","316065369.885019","345495358.376319","375614556.382313","412261829.648576","418637388.988052","",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793388732.29125","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368398047.64333","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","4787367928.11777","3128953536.91038","3216207914.31281","3464656616.41541","3697371949.58434","",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","29169953012.7142","30752150335.5705","35130340673.8189","46816589164.7856","57332015147.7527","62785305310.2848","70708098105.6329","86454081576.7862","100469509301.304","89046289247.0131","90310718349.0156","99122802874.1718","94534730680.6023","98848641554.6311","101189715749.374","88467555243.7256","89655253976.4258","95494424978.5166","105701930962.982","105079673009.733","",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","20289627636.6767","20876309970.385","23489890274.3142","29634713641.0968","34414784504.2352","36206395970.6504","39481045038.2637","48006372844.2376","55552509154.8264","50368056404.5568","48161250405.2468","51516366654.8197","46580457470.2769","48401896808.3064","49930685013.4603","43090173394.6913","44736333522.4522","48586603447.6954","54161636034.6517","54174227308.8862","",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","262835454366.855","242395852494.409","266849061835.659","334337212322.076","385118044877.465","392218088878.779","423093437423.762","491252589217.021","517706149201.196","436537014293.554","495812558843.31","574094112972.733","552483727282.802","586841821796.891","581964017237.095","505103781349.757","515654671469.547","541018749769.097","555455371487.089","530883869004.977","",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","1738100853.05052","1542477355.35654","1432228172.702","2197612767.195","2770082822.46579","3178126554.80949","3291353806.39445","3469363925.39813","3294093364.16017","3580417161.33448","4438778547.23269","4820499497.32134","4886658806.33374","4597702903.12892","4422304974.7989","4062660889.82685","3816018484.52711","4402972999.53486","4665424249.06156","4471598726.6436","",
